row_index,ra,ano_referencia,errors
999,RA-1193,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1008,RA-1195,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1017,RA-1197,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1021,RA-1198,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1031,RA-12,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1036,RA-120,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1039,RA-1200,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1062,RA-1205,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1110,RA-1215,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1114,RA-1216,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1119,RA-1217,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1123,RA-1218,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1127,RA-1219,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1144,RA-1222,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1148,RA-1223,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1157,RA-1225,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1162,RA-1226,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1172,RA-1228,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1177,RA-1229,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1187,RA-1230,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1192,RA-1231,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1197,RA-1232,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1222,RA-1237,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1227,RA-1238,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1245,RA-1241,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1259,RA-1244,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1278,RA-1248,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1283,RA-1249,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1288,RA-125,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1293,RA-1250,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1298,RA-1251,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1303,RA-1252,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1308,RA-1253,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1313,RA-1254,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1323,RA-1256,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1328,RA-1257,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1346,RA-1260,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1351,RA-1261,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1356,RA-1262,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1366,RA-1264,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1371,RA-1265,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1376,RA-1266,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1401,RA-1270,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1421,RA-1274,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1426,RA-1275,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1434,RA-1277,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1438,RA-1278,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1446,RA-128,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1454,RA-1281,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1458,RA-1282,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1466,RA-1284,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1470,RA-1285,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1478,RA-1287,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1482,RA-1288,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1486,RA-1289,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1493,RA-1290,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1497,RA-1291,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1501,RA-1292,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1505,RA-1293,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1509,RA-1294,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1517,RA-1296,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1521,RA-1297,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1525,RA-1298,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1529,RA-1299,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1549,RA-1302,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1553,RA-1303,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1577,RA-1309,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1598,RA-1313,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1606,RA-1315,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1610,RA-1316,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1618,RA-1318,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1622,RA-1319,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1626,RA-132,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1643,RA-1323,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1647,RA-1324,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1651,RA-1325,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1663,RA-1328,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1671,RA-133,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1699,RA-1336,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1707,RA-1338,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1711,RA-1339,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1722,RA-1341,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1730,RA-1343,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1734,RA-1344,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1746,RA-1347,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1750,RA-1348,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1758,RA-135,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1771,RA-136,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1814,RA-139,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":0.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1827,RA-14,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1901,RA-145,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1915,RA-146,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1930,RA-147,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1958,RA-149,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1973,RA-15,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
1989,RA-151,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2003,RA-152,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2018,RA-153,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2033,RA-154,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2061,RA-156,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2074,RA-157,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2089,RA-158,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2121,RA-160,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2136,RA-161,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":4.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2151,RA-162,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":2.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2164,RA-163,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":3.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2177,RA-164,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2192,RA-165,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
2219,RA-168,2020,"[{""type"":""greater_than_equal"",""loc"":[""ano_ingresso""],""msg"":""Input should be greater than or equal to 1990"",""input"":1.0,""ctx"":{""ge"":1990.0},""url"":""https://errors.pydantic.dev/2.13/v/greater_than_equal""}]"
